id,level,kind,zh,pinyin,en,status,reviewer,note
4090e8252d984314,6,sentence,君子说话算话。,Jūnzǐ shuōhuà suànhuà.,A gentleman keeps his word.,ok,claude:claude-opus-5,
895773b3474c5d56,6,sentence,今天的晚饭很丰盛。,Jīntiān de wǎnfàn hěn fēngshèng.,Tonight’s dinner is sumptuous.,ok,claude:claude-opus-5,
6401afb9793dd748,6,sentence,他住在一个偏僻的小村子里。,Tā zhù zài yí ge piānpì de xiǎo cūnzi lǐ.,He lives in a remote little village.,ok,claude:claude-opus-5,
57a22678ddc32aac,6,sentence,开幕式非常隆重。,Kāimùshì fēicháng lóngzhòng.,The opening ceremony was very grand.,ok,claude:claude-opus-5,
9074009792b41e70,6,sentence,自行车生锈了。,Zìxíngchē shēngxiù le.,The bicycle has rusted.,ok,claude:claude-opus-5,
14058dd10088b65e,6,sentence,这里的风景很美，但太偏僻了。,"Zhèlǐ de fēngjǐng hěn měi, dàn tài piānpì le.","The scenery here is beautiful, but it is too remote.",ok,claude:claude-opus-5,
0a4f1d9b5440681b,6,sentence,这本杂志每月刊登一次。,Zhè běn zázhì měi yuè kāndēng yí cì.,This magazine is published once a month.,fix,claude:claude-opus-5,这本杂志每月出版一次。|Zhè běn zázhì měi yuè chūbǎn yí cì.||刊登 takes an article as object; a magazine itself 出版/发行.
373e032c0a23fd4f,6,sentence,整个城市被大雾笼罩着。,Zhěnggè chéngshì bèi dàwù lǒngzhàozhe.,The whole city is shrouded in thick fog.,ok,claude:claude-opus-5,
be6a03652b25e743,6,sentence,不要诽谤别人。,Búyào fěibàng biérén.,Don’t slander others.,fix,claude:claude-opus-5,|Bùyào fěibàng biérén.||Tone sandhi of 不 should not be written.
efd71529c6dd3fa2,6,sentence,老板逼迫他加班。,Lǎobǎn bīpò tā jiābān.,The boss forced him to work overtime.,ok,claude:claude-opus-5,
0eba6f5d5d0f7a95,6,sentence,我很钦佩他的勇气。,Wǒ hěn qīnpèi tā de yǒngqì.,I greatly admire his courage.,ok,claude:claude-opus-5,
fc9c24d13d70f79f,6,sentence,他的成绩非常卓越。,Tā de chéngjì fēicháng zhuóyuè.,His achievements are outstanding.,ok,claude:claude-opus-5,
4896317715a1c069,6,sentence,海上的波浪很大。,Hǎi shang de bōlàng hěn dà.,The waves on the sea are big.,ok,claude:claude-opus-5,
afad30f5db06e1ae,6,sentence,他的四肢都很有力。,Tā de sìzhī dōu hěn yǒulì.,All four of his limbs are strong.,ok,claude:claude-opus-5,
a49a2919f99dad4e,6,sentence,我衷心地感谢大家。,Wǒ zhōngxīn de gǎnxiè dàjiā.,I sincerely thank everyone.,ok,claude:claude-opus-5,
ea091f6bb9c07ac4,6,sentence,倘若明天下雨，我们就不去了。,"Tǎngruò míngtiān xiàyǔ, wǒmen jiù bú qù le.","If it rains tomorrow, we won’t go.",fix,claude:claude-opus-5,"|Tǎngruò míngtiān xiàyǔ, wǒmen jiù bù qù le.||不 keeps its dictionary tone in pinyin."
b86a563f3596388c,6,sentence,他拔了一颗牙。,Tā bá le yì kē yá.,He had a tooth pulled.,fix,claude:claude-opus-5,"|Tā bá le yī kē yá.||一 should keep dictionary tone yī, not sandhi yì."
6fa3034aaad09ba3,6,sentence,狗的嗅觉非常灵敏。,Gǒu de xiùjué fēicháng língmǐn.,A dog’s sense of smell is very keen.,ok,claude:claude-opus-5,
1684245365537f6e,6,sentence,这个消息轰动了全国。,Zhège xiāoxi hōngdòng le quánguó.,The news caused a sensation across the country.,ok,claude:claude-opus-5,
ddf7fce5c513eec4,6,scenario,今天的题目是：人工智能会让人类的生活更好吗？你先说说你的看法。,Jīntiān de tímù shì: réngōng zhìnéng huì ràng rénlèi de shēnghuó gèng hǎo ma? Nǐ xiān shuōshuo nǐ de kànfǎ.,Today’s topic: will AI make human life better? Give your view first.,ok,claude:claude-opus-5,
1b3200d601464be4,6,grammar,这个办法固然好，但是成本太高。,"Zhè ge bànfǎ gùrán hǎo, dànshì chéngběn tài gāo.","This method is admittedly good, but the cost is too high.",ok,claude:claude-opus-5,
1a96be155a7fad0f,6,grammar,哪怕只有一点希望，我们也不放弃。,"Nǎpà zhǐyǒu yìdiǎn xīwàng, wǒmen yě bú fàngqì.","Even if there is only a sliver of hope, we won’t give up.",fix,claude:claude-opus-5,"|Nǎpà zhǐyǒu yīdiǎn xīwàng, wǒmen yě bù fàngqì.||一 and 不 sandhi should not be written in pinyin."
fb60de1d31e46d7d,6,grammar,早点出发，以免堵车。,"Zǎo diǎn chūfā, yǐmiǎn dǔchē.",Leave early to avoid the traffic.,ok,claude:claude-opus-5,
727a1be5c363b681,6,grammar,不管成功还是失败，都值得尝试。,"Bùguǎn chénggōng háishi shībài, dōu zhíde chángshì.","Whether it succeeds or fails, it is worth trying.",ok,claude:claude-opus-5,
ff30aa23741d8c99,6,grammar,这件事非你去不可。,Zhè jiàn shì fēi nǐ qù bùkě.,This is something you must go and do yourself.,ok,claude:claude-opus-5,
281f62c26facac37,6,grammar,他说的无非是那几句老话。,Tā shuō de wúfēi shì nà jǐ jù lǎohuà.,What he says is nothing more than the same old lines.,ok,claude:claude-opus-5,
2873f16321853b62,6,grammar,总而言之，这次合作非常成功。,"Zǒng’éryánzhī, zhè cì hézuò fēicháng chénggōng.","In short, this collaboration was a great success.",ok,claude:claude-opus-5,
6ffc706d0b3ed7a0,6,grammar,与去年相比，今年的收入增加了一倍。,"Yǔ qùnián xiāngbǐ, jīnnián de shōurù zēngjiā le yí bèi.","Compared with last year, this year’s income doubled.",fix,claude:claude-opus-5,"|Yǔ qùnián xiāngbǐ, jīnnián de shōurù zēngjiāle yī bèi.||一 should keep its dictionary tone yī (sandhi not written), and 了 attaches to the verb."
cf917ce37ce30a29,6,grammar,听到这个消息，她不禁流下了眼泪。,"Tīngdào zhè ge xiāoxi, tā bùjīn liúxià le yǎnlèi.","Hearing the news, she couldn’t help but shed tears.",ok,claude:claude-opus-5,
6d627f80ac64db56,6,grammar,价格没问题。至于时间，我们再商量。,"Jiàgé méi wèntí. Zhìyú shíjiān, wǒmen zài shāngliang.","The price is fine. As for the timing, let’s discuss it further.",ok,claude:claude-opus-5,
